Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,rad(m)
2020-09-13,26.3,30.5,27.6,73.0,0.0,10.3,5.0,120.0,3.0,SE,-0.0815930555555554
2020-09-14,24.9,31.0,27.1,70.0,0.0,10.9,5.0,130.0,3.0,SE,-0.0901796003283194
2020-09-15,23.0,31.0,27.2,72.0,0.0,10.0,4.0,110.0,2.0,SE,-0.1050868055555554
2020-09-16,23.0,29.5,26.5,81.0,11.0,11.2,5.0,120.0,3.0,SE,-0.0245194444444443
2020-09-17,23.4,30.4,27.3,79.0,0.5,3.8,5.0,130.0,3.0,SE,0.0323097222222223
2020-09-18,23.8,29.9,27.2,82.0,0.0,8.2,6.0,120.0,3.0,SE,0.0725430555555557
2020-09-19,24.4,30.5,27.5,83.0,0.0,11.0,6.0,120.0,3.0,SE,0.0616563266137923
2020-09-20,25.2,30.4,27.3,83.0,0.0,10.5,5.0,130.0,3.0,E ,0.1133229166666668
2020-09-21,24.8,30.9,27.1,85.0,0.0,10.5,5.0,100.0,3.0,SE,0.0521696849322067
2020-09-22,23.8,30.2,26.6,86.0,45.8,8.3,5.0,130.0,2.0,SE,0.0704871310463502
2020-09-23,24.6,30.3,27.2,82.0,8888.0,6.5,4.0,120.0,2.0,SE,0.0445820721455481
2020-09-24,25.0,30.6,27.5,83.0,0.0,10.8,5.0,270.0,2.0,W ,0.0285604166666668
2020-09-25,25.4,31.2,28.0,81.0,0.8,8.9,4.0,150.0,2.0,S ,0.0007654175228832
2020-09-26,25.5,30.7,27.6,79.0,0.0,9.8,5.0,140.0,2.0,SE,-0.0060562499999998
2020-09-27,25.0,30.5,28.0,75.0,8888.0,8.1,4.0,110.0,2.0,SE,-0.0261983517853068
2020-09-28,25.4,31.0,28.3,76.0,0.0,10.0,6.0,140.0,3.0,SE,-0.0158874885296674
2020-09-29,26.2,30.6,28.2,77.0,0.0,9.7,5.0,140.0,3.0,SE,-0.012790972222222
2020-09-30,25.7,30.6,28.2,80.0,0.7,9.5,7.0,120.0,4.0,SE,-0.0184506944444443
2020-10-01,25.2,28.4,27.7,81.0,9.4,6.0,140.0,4.0,3.1337480559875583,,-0.081754861111111
2020-10-02,25.8,31.0,28.3,76.0,0.0,5.0,140.0,4.0,3.1337480559875583,,-0.0823291666666665
2020-10-03,26.6,31.2,28.3,80.0,0.0,10.5,5.0,120.0,3.0,SE,-0.0967097222222221
2020-10-04,25.2,27.8,26.1,86.0,0.2,10.0,5.0,150.0,2.0,S ,-0.030665319883642
2020-10-05,24.4,27.2,27.7,81.0,2.0,5.0,140.0,3.0,3.1337480559875583,,-0.1552954890041848
2020-10-06,25.2,27.3,27.7,81.0,4.0,6.0,150.0,4.0,3.1337480559875583,,-0.1578930555555555
2020-10-07,23.8,29.6,26.6,75.0,0.0,9.7,5.0,140.0,4.0,SE,-0.150329861111111
2020-10-09,24.9,30.4,27.0,83.0,0.0,2.9,5.0,160.0,4.0,SE,-0.1871708333333332
2020-10-10,25.2,29.7,26.8,88.0,13.7,5.1,5.0,130.0,3.0,SE,-0.1291993055555555
2020-10-11,24.6,30.4,27.6,82.0,17.8,2.7,6.0,130.0,4.0,SE,-0.1786782234914615
2020-10-12,25.3,30.3,28.4,82.0,8888.0,11.0,5.0,120.0,4.0,SE,-0.1452499999999999
2020-10-13,25.2,30.9,28.2,79.0,2.4,11.2,7.0,140.0,4.0,SE,-0.1245618055555555
2020-10-14,26.7,31.0,28.6,77.0,0.0,10.7,5.0,130.0,3.0,SE,-0.1743041666666666
2020-10-15,26.7,30.9,28.8,76.0,0.0,10.7,5.0,120.0,2.0,SE,-0.1497555555555554
2020-10-16,25.6,31.0,27.8,75.0,11.0,6.0,190.0,2.0,3.1337480559875583,,-0.1232013888888888
2020-10-17,24.2,30.2,27.4,77.0,0.0,10.9,6.0,310.0,2.0,S ,-0.0980277777777777
2020-10-18,25.1,30.5,27.4,76.0,8888.0,8.7,5.0,110.0,3.0,SE,-0.0981112826943309
2020-10-19,26.0,29.5,27.1,82.0,5.8,6.0,140.0,4.0,3.1337480559875583,,-0.0418479166666665
2020-10-20,25.3,30.4,27.6,82.0,0.0,5.6,5.0,110.0,3.0,SE,-0.0465229166666665
2020-10-21,25.0,31.5,27.5,80.0,0.0,10.4,6.0,130.0,3.0,SE,-0.0716311433215086
2020-10-22,25.4,31.0,27.9,80.0,0.0,8.4,5.0,130.0,3.0,SE,-0.044692361111111
2020-10-23,24.7,27.6,27.7,81.0,11.5,5.0,130.0,2.0,3.1337480559875583,,0.0107756944444445
2020-10-24,23.9,31.6,27.7,80.0,0.0,8.6,5.0,140.0,3.0,SE,0.0346305555555556
2020-10-25,25.2,32.0,28.1,80.0,8888.0,11.0,5.0,130.0,2.0,SE,0.0680446566612439
2020-10-26,25.8,31.8,28.1,83.0,0.0,8.7,5.0,140.0,2.0,SE,0.0633694444444445
2020-10-27,25.2,28.1,27.7,81.0,5.0,230.0,2.0,,3.1337480559875583,,0.0657506944444445
2020-10-28,24.1,26.7,27.7,81.0,7.7,5.0,140.0,2.0,3.1337480559875583,,0.0884965277777778
2020-10-29,23.2,31.2,27.7,87.0,5.3,1.3,6.0,130.0,3.0,SE,0.0962756944444445
2020-10-30,24.8,31.4,28.2,82.0,0.5,5.8,5.0,140.0,4.0,SE,0.1313076388888889
2020-11-01,24.5,30.7,27.6,79.0,8888.0,4.0,4.0,110.0,3.0,SE,-0.031221677187458
2020-11-02,25.6,31.9,28.4,82.0,0.0,6.2,6.0,100.0,3.0,E ,0.0222284722222219
2020-11-03,22.9,31.8,27.9,78.0,0.0,7.1,6.0,130.0,3.0,SE,0.0456499999999997
2020-11-04,25.8,32.2,28.0,82.0,0.0,10.4,5.0,140.0,3.0,SE,0.0806249999999997
2020-11-05,25.8,32.2,28.6,77.0,0.0,9.1,5.0,130.0,3.0,SE,0.0713638888888886
2020-11-06,24.5,32.0,28.6,78.0,0.0,10.9,4.0,110.0,2.0,SE,0.0019597222222219
2020-11-07,25.2,32.2,29.0,74.0,0.0,11.8,4.0,110.0,2.0,SE,0.0353878830083562
2020-11-08,24.9,32.6,28.4,74.0,0.0,10.8,4.0,260.0,2.0,S ,0.0732006944444441
2020-11-09,25.3,32.4,28.9,73.0,0.0,4.0,140.0,2.0,3.1337480559875583,,0.059908333333333
2020-11-10,25.5,32.7,28.9,71.0,10.0,5.0,130.0,3.0,3.1337480559875583,,0.0308839471855452
2020-11-11,25.2,27.8,27.7,81.0,5.0,130.0,3.0,,3.1337480559875583,,0.056358333333333
2020-11-12,25.8,33.4,29.8,76.0,8888.0,3.8,5.0,230.0,3.0,SE,0.0383535564853553
2020-11-13,27.2,32.2,29.5,80.0,8888.0,11.7,6.0,130.0,3.0,SE,0.019545833333333
2020-11-14,26.8,32.6,29.3,75.0,8888.0,8.7,6.0,120.0,3.0,SE,-0.0440145833333336
2020-11-15,26.4,32.4,28.8,80.0,4.1,9.8,5.0,150.0,3.0,SE,-0.0753416666666669
2020-11-16,25.2,28.9,27.7,81.0,5.0,130.0,2.0,,3.1337480559875583,,-0.1046729166666669
2020-11-17,25.2,29.5,27.7,81.0,8.0,40.0,2.0,,3.1337480559875583,,-0.0857097222222225
2020-11-18,24.1,32.6,28.6,83.0,2.5,11.0,5.0,130.0,3.0,SE,-0.0937173611111113
2020-11-19,25.2,29.2,27.7,81.0,5.0,120.0,2.0,,3.1337480559875583,,-0.1127819444444447
2020-11-20,26.6,32.4,28.9,82.0,0.0,11.7,5.0,110.0,2.0,E ,-0.0825333333333336
2020-11-21,24.5,31.6,28.3,84.0,8.1,8.1,5.0,130.0,3.0,SE,-0.0975638888888891
2020-11-22,25.2,28.5,27.7,81.0,11.4,5.0,120.0,2.0,3.1337480559875583,,-0.0945680555555558
2020-11-23,25.2,28.1,27.7,81.0,4.0,4.0,90.0,2.0,3.1337480559875583,,-0.1061479166666669
2020-11-24,26.2,31.6,27.8,82.0,0.0,4.6,5.0,270.0,3.0,W ,-0.1102409722222225
2020-11-25,25.2,30.6,26.8,85.0,4.1,4.5,6.0,260.0,3.0,W ,-0.1008708333333336
2020-11-26,25.2,28.2,27.7,81.0,5.2,6.0,250.0,3.0,3.1337480559875583,,-0.0938986111111114
2020-11-27,24.6,31.2,27.7,82.0,18.9,5.1,7.0,270.0,3.0,W ,-0.097613668061367
2020-11-28,26.0,30.8,28.0,85.0,0.0,5.7,3.0,240.0,2.0,W ,-0.1381236111111113
2020-11-29,25.9,31.0,28.4,82.0,2.1,4.9,6.0,290.0,3.0,W ,-0.075215277777778
2020-11-30,24.8,29.4,26.3,88.0,3.6,9.4,6.0,270.0,3.0,W ,-0.0211576388888891
2020-12-01,23.5,27.9,25.8,88.0,52.1,1.5,3.0,280.0,2.0,N ,-0.0510145833333332
2020-12-02,24.7,31.0,27.3,81.0,0.6,0.0,3.0,70.0,1.0,E ,-0.0369388888888888
2020-12-03,25.7,31.4,28.8,81.0,8888.0,2.4,5.0,260.0,3.0,W ,0.0163888888888889
2020-12-04,25.6,30.3,27.8,81.0,0.4,9.8,6.0,290.0,4.0,W ,0.0330055555555556
2020-12-05,24.2,30.4,27.7,85.0,15.8,4.6,6.0,260.0,3.0,W ,0.0437486111111111
2020-12-06,24.3,31.6,28.2,81.0,3.6,3.7,3.0,240.0,2.0,E ,0.0558229166666667
2020-12-07,26.5,33.3,29.5,76.0,0.0,3.2,9.0,320.0,5.0,NW,0.0463506944444445
2020-12-08,26.0,31.5,29.0,76.0,0.0,6.2,7.0,300.0,3.0,NW,0.0652048611111111
2020-12-09,26.8,31.8,27.7,81.0,9.0,300.0,5.0,,3.1337480559875583,,0.1112923611111111
2020-12-10,27.5,31.9,29.5,76.0,8888.0,2.4,7.0,300.0,3.0,W ,0.1010244252873563
2020-12-11,27.1,31.3,28.2,81.0,0.0,8.3,7.0,250.0,4.0,W ,0.1335041666666667
2020-12-12,25.3,30.0,27.0,86.0,25.7,1.8,4.0,300.0,2.0,NW,0.0481256944444445
2020-12-13,24.5,30.5,27.2,85.0,8.3,1.0,8.0,230.0,3.0,W ,0.0182777777777778
2020-12-16,24.6,27.4,25.5,91.0,13.2,3.7,5.0,300.0,3.0,NW,-0.1781977777777777
2020-12-17,24.2,30.3,27.6,81.0,24.5,0.0,13.0,270.0,5.0,W ,0.0233495575221239
2020-12-18,22.5,30.2,26.9,88.0,25.1,9.0,5.0,300.0,4.0,W ,0.1142121212121212
2020-12-19,25.0,30.1,27.9,79.0,1.0,7.2,9.0,310.0,5.0,W ,0.024108843537415
2020-12-21,25.2,28.5,27.7,81.0,3.8,8.0,270.0,6.0,3.1337480559875583,,0.0642360178970918
2020-12-22,26.8,30.7,28.8,74.0,8888.0,10.9,7.0,270.0,5.0,W ,0.0897100456621005
2020-12-23,27.0,30.6,28.7,76.0,2.1,3.7,6.0,270.0,4.0,W ,0.034231182795699
2020-12-24,25.1,30.8,27.3,82.0,9.8,9.8,5.0,270.0,2.0,W ,0.0428911368015414
2020-12-25,24.6,31.6,28.3,74.0,8888.0,10.4,5.0,260.0,2.0,NW,0.0196435555555556
2020-12-26,25.5,31.2,28.4,78.0,0.0,9.2,6.0,230.0,2.0,W ,0.0666449652777778
2020-12-27,25.0,31.2,28.1,79.0,0.0,11.5,5.0,260.0,2.0,W ,-0.0072173215717721
2020-12-28,24.0,30.4,27.1,86.0,80.7,10.1,5.0,320.0,3.0,W ,0.1866666666666667
2020-12-29,24.0,30.6,27.9,80.0,3.9,4.6,6.0,270.0,3.0,W ,0.1722354497354498
2020-12-30,25.0,29.7,27.6,85.0,23.5,8.7,5.0,260.0,3.0,W ,0.100485254691689
2020-12-31,25.2,28.0,27.7,81.0,0.0,5.0,260.0,2.0,3.1337480559875583,,0.1570839865621501
2022-01-03,24.1,30.1,27.8,81.0,16.7,2.4,5.0,290.0,3.0,,0.0793410400211748
2022-01-04,24.6,30.1,26.7,84.0,9.5,2.0,6.0,260.0,3.0,,0.0013572511763811
2022-01-05,24.5,28.8,26.7,80.0,6.7,2.2,6.0,260.0,2.0,,-0.0245683653863438
2022-01-06,24.7,30.4,27.4,78.0,2.1,0.3,7.0,240.0,3.0,,-0.115037552155772
2022-01-07,25.0,30.3,27.5,74.0,0.0,3.0,6.0,330.0,3.0,,-0.1406469669594639
2022-01-08,23.2,30.0,26.5,83.0,33.5,6.0,260.0,3.0,3.1337480559875583,,0.031269949421589
2022-01-09,24.2,31.2,27.7,80.0,8888.0,5.2,8.0,220.0,4.0,,-0.0816557331910885
2022-01-10,23.6,31.2,27.1,83.0,35.0,9.8,4.0,260.0,2.0,,-0.0741723805559006
2022-01-11,24.5,29.9,26.8,90.0,12.8,10.8,5.0,300.0,2.0,,0.0435367279450789
2022-01-12,25.1,29.8,26.8,86.0,5.5,2.4,5.0,260.0,2.0,,-0.1201482132576406
2022-01-13,24.4,31.2,27.2,84.0,3.1,2.4,7.0,300.0,5.0,,0.0273514352504307
2022-01-14,24.6,31.0,29.2,78.0,8888.0,9.0,9.0,270.0,6.0,,0.0884346752558662
2022-01-15,25.3,30.3,28.3,84.0,7.5,7.6,8.0,310.0,6.0,,-0.1129979263017706
2022-01-16,24.1,31.8,27.7,78.0,25.8,0.0,7.0,280.0,3.0,,0.1275888888888887
2022-01-17,25.4,31.2,27.6,82.0,0.1,9.8,10.0,310.0,3.0,,0.1381730769230768
2022-01-18,24.1,29.6,25.8,91.0,91.8,3.2,5.0,290.0,3.0,,-0.1872727272727273
2022-01-19,23.2,30.6,27.9,82.0,9.2,0.6,5.0,240.0,4.0,,-0.0728640167364017
2022-01-20,24.8,29.5,26.2,86.0,4.8,8.9,8.0,300.0,4.0,,0.0670493527508089
2022-01-21,24.1,30.3,28.0,79.0,32.1,1.5,6.0,280.0,5.0,,0.0589887820512819
2022-01-22,26.2,31.2,28.6,78.0,0.0,2.0,7.0,290.0,5.0,,-0.0537381944444445
2022-01-25,27.2,32.4,29.6,71.0,0.0,10.7,9.0,260.0,6.0,,0.1056694274894892
2022-01-26,23.4,32.2,29.5,78.0,0.0,11.6,9.0,260.0,6.0,,-0.0112421328850474
2022-01-27,24.6,30.0,27.8,88.0,24.3,9.3,8.0,260.0,5.0,,-0.0170917044292013
2022-01-28,25.0,31.0,26.9,81.0,14.3,8.7,6.0,300.0,3.0,,-0.0552460314093146
2022-01-29,25.8,31.0,28.6,79.0,3.8,1.2,6.0,260.0,3.0,,-0.0735369308977835
2022-01-30,25.2,31.2,28.2,79.0,0.4,7.1,6.0,200.0,3.0,,-0.0992263888888889
2022-01-31,23.5,31.0,27.6,86.0,20.4,7.8,7.0,270.0,4.0,,-0.0429635354151168
2022-02-01,26.5,31.8,28.5,77.0,0.0,9.2,6.0,300.0,4.0,,-0.0615808233029176
2022-02-02,24.0,31.9,28.3,78.0,11.5,9.0,6.0,320.0,2.0,,-0.031670843005758
2022-02-03,25.4,31.5,27.8,80.0,1.0,11.9,6.0,270.0,4.0,,0.2048662648778241
2022-02-04,25.0,30.6,27.5,83.0,5.4,10.5,10.0,280.0,5.0,,-0.1388220607640556
2022-02-05,23.4,30.9,28.1,80.0,19.2,1.8,8.0,280.0,6.0,,-0.0346880859296316
2022-02-06,26.7,31.3,27.8,82.0,0.4,8.4,10.0,300.0,3.0,,0.0469653049812181
2022-02-07,25.2,32.2,28.0,81.0,13.5,8.3,8.0,310.0,3.0,,-0.0606496243911701
2022-02-08,25.6,33.0,28.8,78.0,0.0,9.0,5.0,220.0,2.0,,-0.0755224829286944
2022-02-09,25.0,30.7,27.6,86.0,4.5,8.6,10.0,280.0,3.0,,-0.0162165548963908
2022-02-10,24.4,30.0,26.6,86.0,4.4,4.8,10.0,280.0,4.0,,0.0773444186599139
2022-02-11,25.4,29.6,27.4,79.0,8888.0,1.1,6.0,250.0,2.0,,0.1768078186514408
2022-02-12,24.3,30.4,26.7,86.0,9.3,0.3,5.0,90.0,3.0,,0.1602971692934569
2022-02-13,25.6,31.0,27.6,83.0,8888.0,0.2,6.0,320.0,2.0,,0.1877331408509911
2022-02-14,25.6,30.1,26.7,88.0,1.6,3.7,4.0,310.0,2.0,,0.1775216523743153
2022-02-15,25.0,31.6,28.1,84.0,13.8,2.3,6.0,130.0,3.0,,0.1676534065645931
2022-02-16,25.3,31.0,27.4,84.0,8888.0,10.9,5.0,90.0,2.0,,0.0047217934603089
2022-02-17,25.2,31.6,28.0,79.0,0.0,8.8,6.0,100.0,3.0,,-0.0361233252752616
2022-02-18,25.4,31.6,28.1,82.0,3.4,9.1,5.0,280.0,2.0,,-0.0459380341880345
2022-02-19,25.2,31.9,27.9,78.0,8888.0,8.1,6.0,320.0,2.0,,-0.0516309012875539
2022-02-20,25.5,31.2,28.0,83.0,3.8,10.3,9.0,270.0,5.0,,-0.0836047819971873
2022-02-21,23.9,28.8,24.4,92.0,35.8,11.2,9.0,290.0,4.0,,0.1179173693086
2022-02-22,22.8,30.5,26.3,86.0,38.8,0.0,8.0,270.0,5.0,,-0.0832260321903432
2022-02-23,21.8,29.0,25.5,84.0,58.9,2.2,6.0,280.0,3.0,,-0.0816177571008271
2022-02-24,23.7,30.5,27.2,82.0,7.0,1.1,10.0,250.0,6.0,,-0.1142656903765693
2022-02-25,24.8,30.8,27.6,78.0,0.0,8.6,6.0,300.0,4.0,,-0.0882679313168549
2022-02-26,24.0,28.0,27.7,81.0,5.5,6.0,250.0,3.0,3.1337480559875583,,-0.0644125000000003
2022-02-27,26.0,31.4,28.3,80.0,1.6,1.4,5.0,280.0,2.0,,-0.0543977591036417
2022-02-28,25.9,32.8,28.8,76.0,0.0,7.8,5.0,320.0,2.0,,-0.0190727080304014
2022-03-01,25.8,32.8,28.8,78.0,0.0,9.2,7.0,300.0,3.0,,-0.0536468428781205
2022-03-02,25.6,32.0,28.3,83.0,1.6,5.5,4.0,110.0,2.0,,0.0060029368575622
2022-03-03,25.6,28.2,27.7,81.0,7.5,10.0,320.0,4.0,3.1337480559875583,,0.0203108298171588
2022-03-04,25.0,32.2,28.0,84.0,40.0,8.7,7.0,260.0,4.0,,-0.0153590277777778
2022-03-05,25.6,31.0,27.7,87.0,6.9,6.7,7.0,250.0,4.0,,-0.0120599721059973
2022-03-06,24.2,30.4,26.9,87.0,93.3,8.4,7.0,270.0,3.0,,-0.0571972222222223
2022-03-07,25.4,31.2,28.1,86.0,1.9,5.2,6.0,270.0,3.0,,-0.0813026499302651
2022-03-08,25.6,31.3,28.2,84.0,1.0,9.3,5.0,260.0,2.0,,-0.1369573999793989
2022-03-09,24.5,31.6,28.4,82.0,0.0,4.5,4.0,300.0,2.0,,-0.1028305555555556
2022-03-10,26.2,30.9,27.8,84.0,1.2,6.8,6.0,250.0,2.0,,-0.0823494397759104
2022-03-11,25.1,32.1,27.3,87.0,0.0,6.1,4.0,140.0,2.0,,-0.0810319444444445
2022-03-12,25.2,33.2,28.5,80.0,8888.0,8.2,10.0,210.0,3.0,,-0.0712611111111112
2022-03-13,26.1,31.3,28.4,84.0,8888.0,8.6,6.0,300.0,2.0,,-0.0721331938633195
2022-03-14,25.6,31.6,28.0,83.0,0.6,6.6,5.0,110.0,2.0,,-0.0285868055555556
2022-03-15,25.6,31.8,28.7,82.0,0.0,10.2,5.0,100.0,2.0,,-0.0290305555555556
2022-03-16,26.5,31.9,28.7,82.0,8888.0,10.5,5.0,120.0,3.0,,-0.070863319386332
2022-03-17,26.3,32.0,28.6,85.0,14.2,9.6,7.0,150.0,3.0,,-0.0565569444444445
2022-03-18,26.8,31.4,27.0,87.0,1.2,10.5,3.0,90.0,2.0,,-0.0457215277777778
2022-03-19,23.8,28.6,26.4,88.0,30.5,1.4,5.0,300.0,3.0,,-0.0520756302521009
2022-03-20,23.6,31.2,27.8,81.0,27.0,0.0,5.0,310.0,2.0,,-0.0736875871687588
2022-03-21,25.2,32.2,27.4,84.0,2.3,4.2,4.0,70.0,2.0,,-0.0933311706479739
2022-03-22,25.0,32.4,27.6,84.0,8888.0,5.8,5.0,270.0,2.0,,-0.0718510968763969
2022-03-23,24.7,31.9,27.7,82.0,0.5,8.3,5.0,250.0,2.0,,-0.0345895833333334
2022-03-24,24.7,31.2,28.1,82.0,0.0,10.6,8.0,290.0,3.0,,0.0518277310924368
2022-03-25,23.9,31.8,27.3,84.0,30.3,9.7,5.0,290.0,2.0,,0.0903402777777776
2022-03-26,24.8,31.2,27.8,83.0,0.0,7.8,6.0,240.0,3.0,,0.1214407252440724
2022-03-27,24.8,30.4,27.3,82.0,9.4,10.3,5.0,260.0,3.0,,0.1269346549192363
2022-03-28,24.8,31.5,27.6,82.0,17.1,5.8,4.0,310.0,2.0,,0.1362034722222221
2022-03-29,24.4,30.6,27.3,84.0,0.9,8.4,3.0,90.0,2.0,,0.1275397381617795
2022-03-30,25.3,30.7,27.5,81.0,8888.0,3.3,6.0,110.0,3.0,,0.0844870749660611
2022-03-31,25.4,31.6,28.5,79.0,0.0,5.7,4.0,140.0,2.0,,0.0673657987457135
2022-04-01,26.0,31.0,27.7,82.0,0.2,7.6,5.0,270.0,2.0,,0.103004166666667
2022-04-02,23.6,30.4,26.9,86.0,45.2,2.1,7.0,260.0,3.0,,0.0942756944444448
2022-04-03,25.2,31.9,27.8,84.0,0.0,6.3,4.0,260.0,2.0,,0.1078798439471105
2022-04-04,24.8,31.8,28.0,74.0,0.9,10.3,4.0,100.0,2.0,,0.1070882355555021
2022-04-05,24.8,31.4,27.5,81.0,0.0,10.8,6.0,50.0,2.0,,0.1095576388888892
2022-04-06,24.0,31.3,27.7,81.0,4.0,270.0,2.0,,3.1337480559875583,,0.0885460251046028
2022-04-07,24.1,31.2,27.8,82.0,7.2,4.0,4.0,240.0,2.0,,0.0888509142053449
2022-04-08,24.6,31.4,28.3,84.0,13.2,9.7,7.0,260.0,3.0,,0.0573763888888892
2022-04-09,25.3,31.6,27.6,83.0,0.0,9.7,6.0,250.0,2.0,,0.0641322914995581
2022-04-10,24.2,31.6,27.4,84.0,11.0,8.4,4.0,270.0,2.0,,0.046198047419805
2022-04-11,24.7,31.6,28.0,77.0,0.0,10.0,4.0,90.0,2.0,,-0.0167219512195118
2022-04-12,24.6,32.0,27.8,74.0,0.0,10.7,5.0,120.0,2.0,,0.0018090277777781
2022-04-13,24.8,31.7,28.4,76.0,0.0,9.3,6.0,100.0,2.0,,0.0304289732770748
2022-04-14,25.0,32.1,28.2,76.0,0.0,10.0,6.0,140.0,3.0,,-0.0043661087866105
2022-04-15,25.7,32.4,28.5,80.0,0.0,10.4,5.0,100.0,2.0,,-0.0059546722454668
2022-04-16,25.6,32.0,28.1,83.0,3.7,8.9,4.0,340.0,1.0,,-0.0436465277777774
2022-04-17,25.4,31.6,28.0,81.0,0.0,8.4,4.0,100.0,2.0,,-0.0597930555555552
2022-04-18,25.6,30.9,27.7,81.0,4.0,80.0,2.0,,3.1337480559875583,,-0.0693895833333329
2022-04-19,25.3,28.7,27.1,86.0,0.0,3.0,8.0,100.0,2.0,,-0.0814630404463036
2022-04-20,25.4,29.1,27.7,81.0,3.0,100.0,2.0,,3.1337480559875583,,-0.0905697350069731
2022-04-21,23.9,31.8,28.1,84.0,3.0,0.0,4.0,100.0,2.0,,-0.0814533135544994
2022-04-22,25.5,31.2,27.8,85.0,8888.0,7.8,5.0,120.0,2.0,,-0.0643722222222218
2022-04-23,25.8,31.4,28.3,83.0,0.0,10.5,5.0,130.0,3.0,,-0.0304218967921893
2022-04-24,26.0,31.6,28.9,82.0,0.0,9.0,5.0,110.0,3.0,,-0.0476435574229688
2022-04-25,25.6,31.0,27.9,83.0,0.9,10.6,6.0,110.0,3.0,,-0.0186200564971747
2022-04-26,25.0,31.3,27.7,78.0,8888.0,7.9,5.0,120.0,2.0,,0.0153784722222225
2022-04-27,24.2,31.5,27.1,77.0,0.0,10.8,4.0,100.0,2.0,,0.0197619047619051
2022-04-28,24.6,31.4,28.4,74.0,0.0,9.4,5.0,280.0,2.0,,-0.0184236111111107
2022-04-29,25.6,32.1,28.1,80.0,0.0,6.5,5.0,220.0,2.0,,0.0276046025104606
2022-04-30,25.6,31.6,28.2,83.0,0.0,6.3,5.0,100.0,2.0,,0.0456652661064429
2022-05-01,25.1,31.6,27.7,83.0,0.0,4.6,5.0,140.0,3.0,,0.0058333333333329
2022-05-02,25.2,31.5,28.4,83.0,0.0,8.5,5.0,150.0,3.0,,-0.0392930555555559
2022-05-03,26.4,31.2,28.5,83.0,0.0,10.0,5.0,130.0,3.0,,-0.0531384180790964
2022-05-04,25.0,31.0,28.3,84.0,3.8,9.2,5.0,110.0,3.0,,-0.1033493723849375
2022-05-05,25.7,30.8,28.2,84.0,0.0,8.3,5.0,120.0,3.0,,-0.1169388888888892
2022-05-06,26.2,31.0,28.1,84.0,0.0,8.5,5.0,110.0,3.0,,-0.116395480225989
2022-05-07,26.2,31.6,28.4,84.0,0.0,10.8,5.0,120.0,3.0,,-0.130916666666667
2022-05-08,26.2,32.0,28.1,84.0,0.0,10.9,5.0,110.0,2.0,,-0.130485106382979
2022-05-09,26.1,31.4,28.3,84.0,8888.0,9.1,6.0,120.0,4.0,,-0.104863572433193
2022-05-10,26.2,31.0,29.1,79.0,8888.0,10.2,6.0,110.0,4.0,,-0.0832071129707116
2022-05-11,28.2,31.4,29.3,76.0,0.0,6.0,100.0,3.0,3.1337480559875583,,-0.0161340277777781
2022-05-12,26.6,31.4,28.5,83.0,0.2,7.7,4.0,90.0,2.0,,0.0065937499999996
2022-05-13,24.8,31.4,28.2,88.0,23.6,7.7,5.0,280.0,2.0,,-0.0189118055555559
2022-05-14,25.2,31.7,28.0,80.0,0.0,10.2,4.0,140.0,2.0,,0.0102475592747555
2022-05-15,24.8,31.0,27.4,81.0,0.0,10.5,5.0,120.0,2.0,,0.0209638888888885
2022-05-16,24.8,31.0,27.6,82.0,0.0,11.2,5.0,100.0,2.0,,0.0504567375886521
2022-05-17,25.0,31.4,27.5,83.0,0.0,10.5,4.0,110.0,2.0,,0.0171645746164571
2022-05-18,25.0,31.0,27.9,85.0,0.0,7.5,5.0,100.0,2.0,,0.0481596931659689
2022-05-19,25.8,32.1,28.3,80.0,1.1,7.1,6.0,40.0,2.0,,0.039325694444444
2022-05-20,24.9,31.0,27.8,84.0,36.1,9.8,5.0,110.0,3.0,,0.0968207282913161
2022-05-21,25.4,31.2,28.3,80.0,0.0,8.5,4.0,110.0,2.0,,0.1250404463040443
2022-05-22,24.0,31.2,27.2,78.0,0.0,10.5,5.0,110.0,3.0,,0.1123578431372545
2022-05-23,24.0,31.1,27.2,78.0,0.0,10.7,6.0,120.0,3.0,,0.114789732770745
2022-05-24,24.6,31.8,27.6,78.0,0.0,10.4,5.0,120.0,3.0,,0.070369444444444
2022-05-25,25.0,31.6,28.4,83.0,0.9,7.8,5.0,130.0,2.0,,0.0402222222222218
2022-05-26,25.6,29.6,26.4,90.0,5.8,4.6,8.0,300.0,2.0,,-0.0501173611111114
2022-05-27,23.0,30.2,27.0,84.0,99.4,0.2,5.0,100.0,2.0,,-0.034604166666667
2022-05-28,24.6,30.4,27.3,82.0,10.5,1.0,4.0,100.0,2.0,,-0.0402340277777781
2022-05-29,25.0,31.3,27.9,77.0,0.0,5.5,4.0,110.0,2.0,,-0.0156701534170156
2022-05-30,24.2,32.5,27.7,82.0,0.0,9.1,4.0,270.0,2.0,,-0.0144205020920505
2022-05-31,24.3,31.9,27.7,81.0,5.0,310.0,2.0,,3.1337480559875583,,-0.0102310924369751
2022-06-01,24.6,29.3,27.4,85.0,0.0,10.8,8.0,280.0,3.0,,0.0773113273106327
2022-06-02,24.0,30.7,26.9,80.0,0.2,1.7,5.0,250.0,2.0,,0.1140041841004187
2022-06-03,24.2,30.8,27.8,82.0,1.3,10.7,5.0,270.0,2.0,,0.12733893557423
